User-ID,User-name,Location,Age
500,user500,san antonio-texas-usa,17
503,user503,el centro-california-usa,40
505,user505,washington-dc-usa,51
508,user508,portland-oregon-usa,29
512,user512,winter springs-florida-usa,58
523,user523,bozeman-montana-usa,19
530,user530,moab-utah-usa,47
538,user538,perryville-missouri-usa,26
565,user565,franklin-tennessee-usa,48
569,user569,lahore-punjab-pakistan,28
595,user595,hollywood-florida-usa,17
596,user596,san francisco-california-usa,49
602,user602,forest grove-oregon-usa,23
620,user620,toronto-ontario-canada,45
625,user625,marseille-provence-france,41
626,user626,graz-steiermark-austria,41
638,user638,san diego-california-usa,20
643,user643,grenoble-rhone-alpes-france,23
651,user651,interlachen-florida-usa,26
677,user677,baton rouge-louisiana-usa,27
683,user683,union-illinois-usa,28
685,user685,stevens point-wisconsin-usa,21
701,user701,mountain view-california-usa,31
709,user709,roanoke-virginia-usa,14
711,user711,oxford-england-united kingdom,27
712,user712,pratteln-baselland-switzerland,29
713,user713,abingdon-n/a-united kingdom,49
720,user720,washington dc-dc-usa,16
726,user726,eatontown-new jersey-usa,31
730,user730,albuquerque-new mexico,69
735,user735,cortland-new york-usa,29
736,user736,trebur-hessen-germany,34
739,user739,oakdale-minnesota-usa,55
741,user741,novinger-missouri-usa,16
744,user744,ocala-florida-usa,48
746,user746,longmont-colorado-usa,36
757,user757,philadelphia-pennsylvania-usa,29
767,user767,omaha-nebr,43
771,user771,ft. sill-oklahoma-usa,38
774,user774,wentzville-missouri-usa,16
776,user776,auckland-n/a-new zealand,23
777,user777,portland-,13
782,user782,hallandale-florida-usa,57
786,user786,panhandle-texas-usa,48
805,user805,sonoma-california-usa,34
809,user809,commack-new york-usa,36
811,user811,zurich-n/a-switzerland,34
824,user824,albuquerque-new mexico-usa,15
828,user828,albuquerque-new mexico-usa,35
834,user834,rockville-maryland-usa,17
835,user835,collegno-piemonte-italy,35
843,user843,deer lodge-tennessee-usa,25
850,user850,bremen-bremen-germany,22
853,user853,chesterfield-michigan-usa,24
876,user876,hanover-massachusetts-usa,33
882,user882,berkeley-california-usa,23
883,user883,brookfield-connecticut-usa,43
887,user887,castaic-california-usa,30
895,user895,geelong-victoria-australia,40
896,user896,--wales-united kingdom,27
899,user899,bielefeld-nordrhein-westfalen-germany,23
900,user900,scranton-pennsylvania-usa,25
901,user901,worcester-worcestershire-united kingdom,21
902,user902,overland-missouri-usa,18
903,user903,los angeles-california-usa,19
913,user913,manchester-lancs-united kingdom,44
914,user914,griesheim-hessen-germany,51
915,user915,humble-texas-usa,50
924,user924,grenoble-isere-france,29
929,user929,king of prussia-,36
938,user938,calgary-alberta-canada,55
944,user944,toronto-ontario-canada,26
965,user965,las cruces-new mexico-usa,24
969,user969,river forest-illinois-usa,13
970,user970,sydney-new south wales-australia,15
989,user989,san antonio-texas-usa,33
999,user999,newark-delaware-usa,21
1000,user1000,teramo-abruzzo-italy,34
1007,user1007,schaumburg-illinois-usa,16
1009,user1009,delano-minnesota-usa,56
1010,user1010,silver spring-maryland-usa,26
1011,user1011,vancouver-british columbia-canada,52
1017,user1017,lüneburg-niedersachsen-germany,35
1025,user1025,maidstone-england-united kingdom,33
1031,user1031,sparks-maryland-usa,52
1038,user1038,dallas-texas-usa,26
1048,user1048,oakville-ontario-canada,22
1054,user1054,burnsville-minnesota-usa,37
1057,user1057,norwich-norfolk-united kingdom,19
1060,user1060,lincoln-nebraska-usa,38
1063,user1063,edmonton-alberta-canada,19
1075,user1075,hurst-texas-usa,49
1082,user1082,rochester-washington-usa,36
1087,user1087,birmingham-alabama-usa,46
1089,user1089,perry-florida-usa,22
1094,user1094,largo-florida-usa,18
1096,user1096,arvada-colorado-usa,18
1100,user1100,saskatoon-saskatchewan-canada,24
1113,user1113,richmond-missouri-usa,22
1116,user1116,calgary-alberta-canada,29
1123,user1123,lasalle-quebec-canada,23
1129,user1129,bothell-washington-usa,53
1131,user1131,berkeley-,22
1133,user1133,kingswood-south australia-australia,46
1137,user1137,zaragoza-schleswig-holstein-spain,25
1140,user1140,bridgewater-new jersey-usa,19
1150,user1150,jericho-vermont-usa,25
1155,user1155,smyrna-georgia-usa,22
1164,user1164,woburn-massachusetts-usa,35
1166,user1166,nantes-loire-atlantique-france,22
1167,user1167,milwaukee-wisconsin-usa,25
1168,user1168,bergisch gladbach ( bensberg)-nordrhein-westfalen-germany,20
1169,user1169,olympia-washington-usa,27
1170,user1170,wauwatosa-wisconsin-usa,17
1172,user1172,bielefeld-nordrhein-westfalen-germany,26
1174,user1174,oviedo-asturias-spain,32
1178,user1178,heidelberg-baden-wuerttemberg-germany,9
1180,user1180,storrs-connecticut-usa,23
1184,user1184,la mirada-california-usa,38
1189,user1189,nürnberg-bayern-germany,39
1192,user1192,klang-selangor-malaysia,27
1211,user1211,rennes-bretagne-france,22
1214,user1214,speicher-rheinland-pfalz-germany,30
1219,user1219,taiping-perak-malaysia,17
1225,user1225,lombard-illinois-usa,22
1231,user1231,christchurch-n/a-new zealand,13
1233,user1233,ravenna-emilia romagna-italy,27
1234,user1234,barbera del valles-barcelona-spain,25
1238,user1238,christchurch-canterbury-new zealand,42
1242,user1242,edmonton-alberta-canada,25
1250,user1250,arlington-virginia-usa,44
1254,user1254,16605 bennington ct-indiana-usa,26
1258,user1258,st. paul-minnesota-usa,18
1259,user1259,whistler-british columbia-canada,29
1261,user1261,el paso-texas-usa,46
1262,user1262,roseland-new jersey-usa,39
1263,user1263,wiesbaden-hessen-germany,23
1266,user1266,island lake il.-illinois-usa,19
1270,user1270,hartford-connecticut-usa,33
1281,user1281,london-england-united kingdom,32
1297,user1297,los gatos-california-usa,30
1300,user1300,wauwatosa-wisconsin-usa,37
1303,user1303,troy-michigan-usa,56
1309,user1309,walker-louisiana-usa,28
1314,user1314,monza-lombardia-italy,48
1317,user1317,torrance-california-usa,63
1331,user1331,lisboa-n/a-portugal,32
1334,user1334,birmingham-england-united kingdom,32
1343,user1343,bishop auckland-england-united kingdom,33
1348,user1348,sacramento-california-usa,43
1355,user1355,roseville-minnesota-usa,71
1359,user1359,houston-texas-usa,14
1360,user1360,north hollywood-california-usa,36
1368,user1368,hopewell-virginia-usa,22
1372,user1372,frankfurt-hessen-germany,34
1375,user1375,dinwiddie-virginia-usa,59
1377,user1377,swansea-massachusetts-usa,20
1389,user1389,trenton-michigan-usa,22
1396,user1396,santa barbara-california-usa,35
1399,user1399,york-maine-usa,41
1403,user1403,virginia beach-virginia-usa,26
1409,user1409,farmington hills-michigan-usa,74
1410,user1410,amherst-new york-usa,22
1412,user1412,winston-salem-north carolina-usa,47
1416,user1416,widnes-cheshire-united kingdom,25
1427,user1427,mililani-hawaii-usa,22
1433,user1433,woodbridge-california-usa,54
1435,user1435,st. louis-missouri-usa,36
1442,user1442,paris-ile de france-france,36
1448,user1448,la mesa-california-usa,61
1461,user1461,kolding-none-denmark,0
1466,user1466,cologne-nordrhein-westfalen-germany,28
1469,user1469,santiago-santiago-chile,59
1484,user1484,eastbourne-england-united kingdom,28
1485,user1485,allendale-new jersey-usa,30
1486,user1486,montmorency-victoria-australia,75
1487,user1487,saint paul-minnesota-usa,23
1489,user1489,somerville-massachusetts-usa,20
1491,user1491,sheffield-england-united kingdom,22
1511,user1511,cuyahoga falls-ohio-usa,25
1513,user1513,oak hill-virginia-usa,40
1515,user1515,bloomington-indiana-usa,27
1517,user1517,barcelona-barcelona-spain,32
1519,user1519,raleigh-north carolina-usa,61
1530,user1530,hartsdale-new york-usa,26
1535,user1535,virginia beach-virginia-usa,69
1541,user1541,köln-nordrhein-westfalen-germany,25
1546,user1546,overland-missouri-usa,40
1548,user1548,brooklyn-new york-usa,28
1554,user1554,lincoln-nebraska-usa,29
1557,user1557,bloomington-indiana-usa,32
1558,user1558,normal-illinois-usa,61
1567,user1567,romney-west virginia-usa,57
1570,user1570,brooklyn-new york-usa,28
1582,user1582,san francisco-california-usa,48
1583,user1583,san francisco-california-usa,48
1585,user1585,albuquerque-new mexico-usa,29
1586,user1586,north muskegon-michigan-united kingdom,14
1589,user1589,clio-michigan-usa,50
1591,user1591,flensburg-schleswig-holstein-germany,24
1596,user1596,jackson-tennessee-usa,51
1597,user1597,west columbia-texas-usa,23
1608,user1608,collingswood-new jersey-usa,27
1615,user1615,vienna-n/a-austria,30
1617,user1617,chicago-illinois-usa,24
1618,user1618,addis ababa-ethiopia-ethiopia,21
1633,user1633,brooklyn-new york-usa,29
1641,user1641,winston salem-north carolina-usa,22
1643,user1643,perth-western australia-australia,24
1653,user1653,madrid-delaware-spain,17
1661,user1661,marcellus-new york-usa,60
1672,user1672,north east-pennsylvania-usa,18
1674,user1674,minneapolis-minnesota-usa,26
1683,user1683,chico-california-usa,46
1687,user1687,champaign-illinois-usa,47
1688,user1688,chelmsford-england-united kingdom,53
1696,user1696,las palmas gc-las palmas-spain,34
1703,user1703,barcelona-catalunya-spain,19
1705,user1705,plano-texas-usa,32
1706,user1706,olympia-washington-usa,26
1718,user1718,framingham-massachusetts-usa,28
1721,user1721,windsor-ontario-canada,21
1723,user1723,danbury-connecticut-usa,40
1725,user1725,palma-illes balears-united kingdom,25
1729,user1729,toronto-ontario-canada,55
1730,user1730,el paso-texas-usa,33
1733,user1733,independence-west virginia-usa,30
1750,user1750,perugia-umbria-italy,43
1759,user1759,hollywood-florida-usa,29
1768,user1768,newington-connecticut-usa,25
1770,user1770,hellin-albacete-spain,34
1773,user1773,northridge-california-usa,16
1775,user1775,albuquerque-new mexico-usa,14
1790,user1790,chicago-illinois-usa,25
1793,user1793,coquitlam-british columbia-canada,26
1802,user1802,lake luzerne-new york-usa,43
1803,user1803,northville-new york-usa,48
1809,user1809,bucharest-n/a-romania,33
1812,user1812,provo-utah-usa,24
1830,user1830,kidderminster-worcestershire-england-united kingdom,54
1844,user1844,kiel-n/a-germany,36
1846,user1846,strasbourg-alsace-france,25
1848,user1848,bellingham-washington-usa,22
1850,user1850,sydney-nsw-australia,3
1863,user1863,feucht-bayern-germany,43
1869,user1869,westfield-massachusetts-usa,21
1881,user1881,binghamton-new york-usa,31
1892,user1892,fort wayne-indiana-usa,47
1898,user1898,waukegan-illinois-usa,47
1900,user1900,kent-ohio-usa,51
1903,user1903,hualien-taiwan-taiwan,36
1918,user1918,london-england-united kingdom,23
1927,user1927,salem-oregon-usa,20
1928,user1928,kansas city-missouri-usa,17
1937,user1937,bozeman-montana-usa,42
1945,user1945,wrightsville beach-north carolina-usa,54
1948,user1948,acworth-georgia-usa,34
1951,user1951,karlsruhe-baden-württemberg-germany,28
1961,user1961,grand rapids-michigan-usa,17
1963,user1963,perth-western australia-australia,24
1965,user1965,augsburg-bayern-germany,31
1969,user1969,paris-paris-france,25
1971,user1971,ames-iowa-usa,25
1986,user1986,leatherhead-england-united kingdom,19
1989,user1989,phoenix-arizona-usa,27
1990,user1990,niterói-rio de janeiro-brazil,32
1995,user1995,rascafría-madrid-spain,59
1996,user1996,sydney-new south wales-australia,34
2009,user2009,wuppertal-nordrhein-westfalen-germany,31
2012,user2012,bray-wicklow,34
2018,user2018,edson-alberta-canada,21
2019,user2019,carcavelos-n/a-portugal,29
2020,user2020,dafoe-saskatchewan-canada,42
2024,user2024,oakland-california-usa,34
2030,user2030,seabeck-washington-usa,31
2033,user2033,omaha-nebraska-usa,27
2035,user2035,longwood-florida-usa,15
2036,user2036,frenchtown-new jersey-usa,49
2046,user2046,philadelphia-missouri-usa,22
2060,user2060,pennsauken-new york-usa,54
2066,user2066,fieberbrunn-tirol-austria,31
2070,user2070,pembroke pines-florida-usa,22
2074,user2074,madrid-madrid-spain,35
2075,user2075,bonn-nordrhein-westfalen-germany,29
2077,user2077,minneapolis-minnesota-usa,25
2082,user2082,akron-ohio-usa,14
2084,user2084,logroño-la rioja-spain,21
2090,user2090,dudley-massachusetts-usa,28
2103,user2103,minneapolis-minnesota-usa,43
2106,user2106,denver-colorado-usa,44
2115,user2115,escondido-california-usa,55
2130,user2130,george town-penang-malaysia,34
2134,user2134,oakland-california-usa,35
2136,user2136,salem-oregon-usa,45
2139,user2139,chesapeake-virginia-usa,33
2147,user2147,las vegas-nevada-usa,35
2152,user2152,grosse pointe-michigan-usa,1
2155,user2155,madrid-madrid-spain,18
2158,user2158,james island-south carolina-usa,58
2170,user2170,kassel-hessen-germany,29
2172,user2172,quezon city-n/a-philippines,17
2179,user2179,sunderland-massachusetts-usa,30
2181,user2181,montreal-quebec-canada,15
2189,user2189,montreal-quebec-canada,24
2190,user2190,lenexa-kansas-usa,29
2197,user2197,n/a-travelling-canada,26
2199,user2199,launceston-tasmania-australia,25
2203,user2203,woking-surrey-united kingdom,40
2218,user2218,stratham-new hampshire-usa,48
2224,user2224,paris-ile de france-france,23
2230,user2230,harpers ferry-west virginia-usa,44
2238,user2238,san diego-california-usa,34
2255,user2255,charlottesville-virginia-usa,35
2268,user2268,coruña-galicia-spain,22
2275,user2275,prescott-arizona-usa,22
2276,user2276,niskayuna-new york-usa,46
2281,user2281,vancouver-washington-usa,30
2283,user2283,jasper-missouri-usa,18
2287,user2287,north chili-new york-usa,35
2288,user2288,spring hill-tennessee-usa,30
2295,user2295,el sobrante-california-usa,21
2296,user2296,wenatchee-washington-usa,61
2302,user2302,tampere-pirkanmaa-finland,34
2305,user2305,holmrook-cumbria-united kingdom,71
2308,user2308,florence-,21
2313,user2313,cincinnati-ohio-usa,23
2324,user2324,atlantic beach-florida-usa,40
2326,user2326,porto-porto-portugal,23
2329,user2329,kuala lumpur-n/a-malaysia,13
2336,user2336,van buren-arkansas-usa,17
2337,user2337,grove city-ohio-usa,34
2340,user2340,st. louis-missouri-usa,29
2345,user2345,london-england-united kingdom,55
2350,user2350,st. louis-missouri-usa,24
2351,user2351,gelsenkirchen-nordrhein-westfalen-germany,24
2352,user2352,bad dürrheim-baden-wuerttemberg-germany,18
2357,user2357,philadelphia-pennsylvania-usa,35
2358,user2358,bryan-texas-usa,23
2359,user2359,haarlem-noord-holland-netherlands,38
2363,user2363,mountain home-idaho-usa,42
2366,user2366,lathrup village-michigan-usa,16
2368,user2368,largo-florida-usa,18
2375,user2375,norfolk-virginia-usa,20
2376,user2376,bay village-ohio-usa,38
2386,user2386,pittsboro-north carolina-usa,40
2388,user2388,hawley-pennsylvania-usa,64
2395,user2395,newtown-connecticut-usa,43
2399,user2399,kent-ohio-usa,32
2403,user2403,anderson-south carolina-usa,41
2406,user2406,münchen-bayern-germany,48
2411,user2411,lake city-florida-usa,37
2415,user2415,hamburg-hamburg-germany,33
2416,user2416,seville-n/a-spain,21
2417,user2417,lakeland-florida-usa,35
2425,user2425,vancouver-british columbia-canada,54
2437,user2437,san antonio-texas-usa,45
2439,user2439,atlanta-georgia-usa,26
2442,user2442,torino-,25
2451,user2451,philadelphia-pennsylvania-usa,45
2455,user2455,burgwedel-north carolina-germany,42
2457,user2457,banff-alberta-canada,24
2461,user2461,san francisco-california-usa,59
2470,user2470,phoenix-arizona-usa,22
2473,user2473,elkhart-indiana-usa,31
2499,user2499,boulder-colorado-usa,49
2501,user2501,lisboa-loures-apelação-portugal,34
2503,user2503,london-england-united kingdom,36
2506,user2506,tiana-barcelona-spain,50
2508,user2508,harrogate-england-united kingdom,38
2515,user2515,reus-tarragona-spain,38
2520,user2520,hondarribia-euskadi-spain,42
2531,user2531,brescia-lombardia-italy,20
2540,user2540,vienna-virginia-usa,46
2542,user2542,silvis-illinois-usa,54
2545,user2545,freiburg-baden-wuerttemberg-germany,48
2549,user2549,nice-alpes maritimes-france,31
2562,user2562,wheeling-illinois-usa,53
2567,user2567,arlington-washington-usa,53
2578,user2578,burlington-usa,-ontario-canada,16
2583,user2583,cedar rapids-iowa-usa,33
2590,user2590,el cerrito-california-usa,26
2595,user2595,wiesbaden-hessen-germany,34
2597,user2597,ypsilanti-michigan-usa,29
2599,user2599,logroño-la rioja-spain,15
2605,user2605,marina del rey-california-usa,33
2608,user2608,washburn-north dakota-usa,17
2622,user2622,los angeles-california-usa,41
2630,user2630,kingsland-texas-usa,66
2632,user2632,farmingdale-new york-usa,47
2634,user2634,addison-texas-usa,53
2640,user2640,college station-texas-usa,24
2643,user2643,cedar park-texas-usa,28
2653,user2653,los angeles-california-usa,46
2656,user2656,kelseyville-california-usa,83
2658,user2658,warsaw-mazowieckie-poland,23
2678,user2678,fort collins-colorado-usa,16
2679,user2679,weston-super-mare-somerset-united kingdom,34
2683,user2683,gulf breeze-florida-usa,17
2685,user2685,monteporzio catone(roma)-lazio-italy,21
2687,user2687,tucson-arizona-usa,35
2688,user2688,herbolzheim-baden-wuerttemberg-germany,16
2690,user2690,cordele-georgia-usa,35
2700,user2700,kenosha-wisconsin-usa,29
2708,user2708,coventry-n/a-united kingdom,59
2718,user2718,naples-florida-usa,30
2719,user2719,staten island-new york-usa,37
2729,user2729,sagliano micca-piemonte-italy,19
2738,user2738,milano-lombardia-italy,32
2742,user2742,rochester-new york-usa,37
2746,user2746,baton rouge-louisiana-usa,25
2749,user2749,bridge lake-british columbia-canada,18
2760,user2760,n/a-aargau-switzerland,23
2766,user2766,frisco-texas-usa,42
2768,user2768,schliersee-bayern-germany,30
2769,user2769,gorizia-friuli venezia giulia-italy,27
2771,user2771,lake orion-michigan-usa,56
2789,user2789,barcelona-catalunya-spain,28
2790,user2790,san antonio-texas-usa,50
2793,user2793,jefferson-georgia-usa,34
2798,user2798,fredericksburg-virginia-usa,35
2803,user2803,barcelona-barcelona-spain,36
2804,user2804,sarasota-florida-usa,53
2808,user2808,madrid-n/a-spain,21
2830,user2830,adelaide-south australia-australia,13
2854,user2854,deptford-new jersey-usa,36
2855,user2855,dallas-texas-usa,35
2861,user2861,columbus-ohio-usa,26
2863,user2863,lisbon-n/a-portugal,34
2882,user2882,olympia-washington-usa,43
2883,user2883,pacific grove-california-usa,43
2885,user2885,shoreview-minnesota-usa,33
2892,user2892,portland-oregon-usa,26
2893,user2893,hospitalet de llobregat-barcelona-spain,21
2896,user2896,sao paulo-sao paulo-brazil,20
2906,user2906,paris-ile de france-france,20
2914,user2914,san jose-california-usa,34
2935,user2935,barstow-california-usa,59
2936,user2936,london-london-united kingdom,30
2942,user2942,toronto-ontario-canada,28
2945,user2945,franklin-tennessee-usa,29
2946,user2946,sydney-new south wales-australia,31
2948,user2948,raleigh-north carolina-usa,24
2950,user2950,woodside-california-usa,56
2954,user2954,wichita-kansas-usa,71
2957,user2957,christchurch-n/a-new zealand,34
2962,user2962,st. anthony village-minnesota-usa,47
2968,user2968,columbus-,57
2972,user2972,phoenix-arizona-usa,60
2974,user2974,philadelphia-pennsylvania-usa,30
2977,user2977,richland-washington-usa,25
2979,user2979,como-lombardia-italy,34
2982,user2982,montreal-quebec-canada,34
2983,user2983,lancaster-lancashire-united kingdom,25
2985,user2985,cardiff-wales-united kingdom,17
2995,user2995,belleville-illinois-usa,61
2996,user2996,milan-lombardia-italy,21
3003,user3003,helsinki-uusimaa-finland,60
3020,user3020,virginia beach-virginia-usa,37
3027,user3027,swindon-wilts-england-united kingdom,41
3032,user3032,sydney-new south wales-australia,40
3039,user3039,lisboa-lisboa-portugal,30
3044,user3044,vienna-austria-bayern-austria,27
3052,user3052,houston-texas-usa,31
3053,user3053,frankfurt-hessen-germany,33
3061,user3061,st. louis-missouri-usa,19
3063,user3063,fort washington-maryland-usa,57
3066,user3066,grand ledge-michigan-usa,29
3073,user3073,helsinki-uusimaa-finland,23
3087,user3087,berthoud-colorado-usa,20
3088,user3088,avignon-vaucluse-france,25
3093,user3093,belle plaine-iowa-usa,46
3095,user3095,córdoba-córdoba-argentina,19
3100,user3100,oakland-california-usa,42
3101,user3101,barcelona-barcelona-spain,28
3104,user3104,watertown-massachusetts-usa,27
3111,user3111,nijmegen-gelderland-netherlands,22
3133,user3133,wapakoneta-ohio-usa,34
3142,user3142,lawrenceville-georgia-usa,29
3145,user3145,austin-texas-usa,34
3150,user3150,phoenix-arizona-usa,51
3166,user3166,dallas-georgia-usa,15
3167,user3167,milwaukee-wisconsin-usa,42
3168,user3168,mississauga-ontario-canada,17
3172,user3172,arlington-virginia-usa,32
3174,user3174,flagstaff-arizona-usa,24
3175,user3175,hartford-wisconsin-usa,35
3177,user3177,hamilton-n/a-new zealand,44
3191,user3191,sligo-connaught-ireland,29
3193,user3193,silkstone-queensland-australia,24
3194,user3194,logan-utah-usa,20
3197,user3197,ore city-texas-usa,38
3200,user3200,pamplona-navarra-spain,42
3206,user3206,bilbao-vizcaya-spain,23
3209,user3209,madrid-n/a-spain,24
3232,user3232,rome-lazio-italy,35
3243,user3243,atlanta-georgia-usa,28
3260,user3260,lawrenceville-georgia-usa,45
3261,user3261,lenexa-,42
3282,user3282,didsbury-alberta-canada,52
3283,user3283,duisburg-nordrhein-westfalen-germany,19
3289,user3289,petawawa-ontario-canada,38
3293,user3293,barcelona-barcelona-spain,19
3296,user3296,rochester-minnesota-usa,63
3300,user3300,cabot-arkansas-usa,49
3305,user3305,halifax-nova scotia-canada,26
3315,user3315,tamworth-new south wales-australia,51
3321,user3321,regina-saskatchewan-canada,25
3326,user3326,bonn-nordrhein-westfalen-germany,37
3331,user3331,mckeesport-pennsylvania-usa,60
3332,user3332,hartlepool-cleveland-united kingdom,54
3343,user3343,madrid-madrid-spain,36
3344,user3344,tucson-arizona-usa,61
3346,user3346,tehran-tehran-iran,20
3350,user3350,colorado springs-colorado-usa,23
3351,user3351,oceanside-california-usa,42
3355,user3355,barcelona-barcelona-spain,19
3363,user3363,knoxville-tennessee-usa,29
3364,user3364,victoria-british columbia-canada,29
3371,user3371,groveland-massachusetts-usa,25
3373,user3373,elk grove-california-usa,30
3374,user3374,ajax-ontario-canada,47
3376,user3376,abbotsford-british columbia-canada,26
3379,user3379,toronto-ontario-canada,16
3385,user3385,al khobar-eastern province-saudi arabia,42
3393,user3393,aurora-illinois-usa,55
3400,user3400,torrelavega-cantabria-spain,27
3416,user3416,aachen-nordrhein-westfalen-germany,34
3418,user3418,san diego-california-usa,14
3422,user3422,gawler east-south australia-australia,14
3427,user3427,eldorado-illinois-usa,50
3437,user3437,honolulu-hawaii-usa,103
3445,user3445,la mirada-california-usa,45
3452,user3452,kingston-ontario-canada,38
3454,user3454,dallas-texas-usa,36
3460,user3460,edmonton-alberta-canada,32
3463,user3463,conrad-iowa-usa,66
3467,user3467,fort wayne-indiana-usa,36
3472,user3472,seattle-washington-usa,24
3481,user3481,littleton-colorado-usa,49
3488,user3488,ljubljana-n/a-slovenia,21
3505,user3505,florissant-missouri-usa,30
3508,user3508,edinburgh-scotland-united kingdom,46
3509,user3509,san diego-california-usa,29
3510,user3510,nederland-colorado-usa,57
3514,user3514,evansville-indiana-usa,22
3519,user3519,norwalk-connecticut-usa,27
3538,user3538,madrid-madrid-spain,31
3543,user3543,elgin-texas-usa,37
3544,user3544,edgewater-maryland-usa,58
3546,user3546,milwaukee-wisconsin-usa,27
3550,user3550,new york-new york-usa,30
3554,user3554,hackettstown-new jersey-usa,11
3556,user3556,bismarck-north dakota-usa,68
3564,user3564,madrid-maine-spain,24
3571,user3571,calgary-alberta-canada,34
3573,user3573,fair lawn-new jersey-usa,32
3575,user3575,chicago-illinois-usa,35
3578,user3578,halifax-nova scotia-canada,25
3580,user3580,essington-pennsylvania-usa,44
3583,user3583,redlands-queensland-australia,48
3586,user3586,akron-ohio-usa,46
3594,user3594,auckland-n/a-new zealand,48
3601,user3601,tallahassee-florida-usa,33
3602,user3602,colorado springs-colorado-usa,22
3603,user3603,wildwood crest-new jersey-usa,34
3604,user3604,pacific-missouri-usa,26
3605,user3605,bristol-rhode island-usa,28
3611,user3611,santa rosa-california-usa,0
3613,user3613,new dundee-ontario-canada,29
3632,user3632,edgewater-new jersey,33
3633,user3633,courtenay-british columbia-canada,34
3641,user3641,king george-virginia-usa,34
3647,user3647,carmichael-california-usa,17
3652,user3652,levallois-perret-ile-de-france-france,16
3655,user3655,tucker-georgia,33
3665,user3665,iowa city-iowa-usa,34
3668,user3668,chicago-illinois-usa,25
3669,user3669,williamsburg-massachusetts-usa,34
3673,user3673,chatsworth-california-usa,56
3675,user3675,barcelona-catalunya-spain,24
3677,user3677,darlington-south carolina-usa,2
3679,user3679,allston-massachusetts-usa,25
3684,user3684,barnet-england-united kingdom,68
3693,user3693,hampton-virginia-usa,23
3694,user3694,raleigh-north carolina-usa,16
3704,user3704,montbéliard-franche-comté-france,25
3709,user3709,lucama-north carolina-usa,30
3713,user3713,juneau-alaska-usa,39
3719,user3719,eielson afb-alaska-usa,18
3728,user3728,pembroke pines-florida-usa,40
3740,user3740,watford-england-united kingdom,24
