UserID,User-name,Location,Age
1054,name1054,usa,23
10540,name10540,usa,61
10544,name10544,usa,22
10545,name10545,usa,19
10547,name10547,portugal,22
10554,name10554,usa,38
10561,name10561,usa,32
10564,name10564,usa,45
10566,name10566,united_kingdom,22
10569,name10569,canada,27
10570,name10570,spain,31
10578,name10578,spain,44
10579,name10579,germany,48
10582,name10582,usa,22
10584,name10584,usa,37
10586,name10586,usa,30
10588,name10588,usa,67
10589,name10589,canada,36
1059,name1059,usa,12
10590,name10590,usa,59
10592,name10592,usa,38
106,name106,switzerland,30
10602,name10602,usa,25
10608,name10608,usa,26
1061,name1061,canada,27
10611,name10611,germany,26
10613,name10613,usa,29
10619,name10619,usa,29
10623,name10623,brazil,23
10625,name10625,italy,27
10627,name10627,usa,29
10631,name10631,usa,17
10632,name10632,usa,26
10634,name10634,usa,20
10637,name10637,usa,30
10639,name10639,usa,36
10640,name10640,usa,30
10642,name10642,usa,67
10647,name10647,usa,26
10653,name10653,italy,29
10659,name10659,usa,32
10664,name10664,usa,37
10668,name10668,usa,30
10669,name10669,usa,46
10670,name10670,usa,26
10674,name10674,germany,48
10683,name10683,usa,61
10688,name10688,canada,44
10689,name10689,usa,45
1069,name1069,usa,30
10691,name10691,usa,57
10694,name10694,switzerland,25
10695,name10695,australia,57
10697,name10697,usa,29
10704,name10704,usa,17
10705,name10705,usa,41
10706,name10706,spain,60
10708,name10708,usa,58
10710,name10710,germany,33
10712,name10712,usa,23
10713,name10713,canada,31
10722,name10722,united_kingdom,23
10728,name10728,usa,44
10730,name10730,usa,35
10732,name10732,australia,34
10736,name10736,canada,38
10737,name10737,spain,28
10739,name10739,canada,25
10740,name10740,usa,34
10741,name10741,usa,28
10747,name10747,usa,14
10750,name10750,usa,20
10752,name10752,usa,26
10754,name10754,usa,33
10757,name10757,germany,22
10765,name10765,usa,80
10768,name10768,usa,23
10769,name10769,usa,38
10779,name10779,usa,60
1078,name1078,usa,32
10781,name10781,usa,38
10784,name10784,usa,37
10786,name10786,italy,48
10789,name10789,usa,35
1079,name1079,canada,104
10793,name10793,usa,68
10794,name10794,usa,43
10799,name10799,usa,41
108,name108,germany,30
10802,name10802,usa,49
10806,name10806,usa,13
10810,name10810,usa,31
10814,name10814,usa,54
10815,name10815,usa,41
10817,name10817,usa,50
1082,name1082,usa,35
10820,name10820,usa,54
10822,name10822,usa,38
10824,name10824,usa,51
10829,name10829,usa,41
1083,name1083,canada,57
1084,name1084,usa,25
10841,name10841,usa,31
10842,name10842,usa,30
10844,name10844,usa,48
10845,name10845,usa,36
10849,name10849,canada,34
10860,name10860,germany,38
10863,name10863,usa,37
10865,name10865,usa,45
10867,name10867,usa,31
10870,name10870,usa,19
10871,name10871,usa,36
10877,name10877,australia,28
10878,name10878,spain,20
10879,name10879,usa,32
1088,name1088,spain,39
10883,name10883,usa,26
1089,name1089,italy,25
10897,name10897,usa,17
10901,name10901,usa,53
10913,name10913,usa,28
10925,name10925,usa,17
10928,name10928,usa,57
10929,name10929,usa,57
10932,name10932,usa,42
10934,name10934,usa,38
10938,name10938,usa,38
10944,name10944,usa,30
10954,name10954,usa,23
10956,name10956,united_kingdom,39
10957,name10957,switzerland,29
10963,name10963,canada,33
10967,name10967,usa,34
10972,name10972,usa,22
10974,name10974,india,20
10975,name10975,usa,28
10980,name10980,united_kingdom,31
10983,name10983,canada,54
10985,name10985,usa,19
10986,name10986,united_kingdom,47
1099,name1099,usa,28
10990,name10990,usa,24
10997,name10997,usa,24
110,name110,france,22
11000,name11000,germany,46
11003,name11003,usa,39
11004,name11004,usa,23
11012,name11012,usa,32
11015,name11015,usa,19
11024,name11024,usa,47
11027,name11027,usa,23
11028,name11028,usa,27
11035,name11035,usa,31
11037,name11037,usa,21
11045,name11045,usa,33
11046,name11046,germany,40
11051,name11051,spain,20
11057,name11057,canada,20
11060,name11060,usa,20
11061,name11061,usa,39
11066,name11066,usa,17
11067,name11067,united_kingdom,104
11071,name11071,usa,54
11083,name11083,usa,30
11086,name11086,usa,37
11087,name11087,usa,35
11091,name11091,portugal,30
11093,name11093,usa,47
11098,name11098,canada,29
111,name111,usa,19
11101,name11101,germany,42
11106,name11106,usa,2
1111,name1111,usa,55
11114,name11114,usa,35
11117,name11117,usa,25
11119,name11119,usa,36
11120,name11120,france,33
11121,name11121,usa,35
11131,name11131,usa,30
11132,name11132,usa,67
11133,name11133,usa,24
11136,name11136,usa,48
11138,name11138,usa,50
11145,name11145,usa,34
11146,name11146,usa,49
11148,name11148,usa,56
11151,name11151,usa,27
11157,name11157,italy,25
11167,name11167,australia,47
11169,name11169,usa,35
11176,name11176,usa,60
1118,name1118,usa,31
11182,name11182,usa,27
11186,name11186,usa,60
11191,name11191,usa,66
11194,name11194,usa,30
11197,name11197,switzerland,33
11199,name11199,usa,52
1120,name1120,united_kingdom,40
11200,name11200,spain,29
11205,name11205,usa,41
11209,name11209,australia,38
11212,name11212,usa,29
11214,name11214,usa,26
11217,name11217,italy,34
11219,name11219,united_kingdom,31
11221,name11221,usa,59
11226,name11226,usa,46
11230,name11230,usa,29
11232,name11232,usa,43
11235,name11235,usa,37
11237,name11237,france,33
11238,name11238,united_kingdom,38
11239,name11239,canada,28
1124,name1124,usa,19
11242,name11242,usa,30
11249,name11249,usa,26
11251,name11251,australia,18
11252,name11252,canada,31
11253,name11253,usa,40
1126,name1126,usa,25
11268,name11268,usa,63
1127,name1127,usa,46
1128,name1128,canada,37
11280,name11280,germany,49
11281,name11281,usa,0
11284,name11284,usa,32
1129,name1129,usa,16
11293,name11293,usa,39
11294,name11294,united_kingdom,30
11296,name11296,canada,47
11301,name11301,usa,29
11311,name11311,united_kingdom,21
11314,name11314,usa,16
11315,name11315,usa,40
11316,name11316,usa,29
11317,name11317,usa,57
11318,name11318,germany,30
11319,name11319,canada,39
1132,name1132,usa,57
11325,name11325,usa,39
11332,name11332,usa,56
11335,name11335,usa,39
11337,name11337,usa,41
11338,name11338,usa,16
11341,name11341,canada,42
11346,name11346,usa,23
11351,name11351,usa,20
11359,name11359,usa,32
11360,name11360,usa,64
11361,name11361,usa,73
11362,name11362,usa,39
11369,name11369,canada,23
11370,name11370,germany,23
11377,name11377,usa,18
11378,name11378,australia,30
11381,name11381,usa,52
11386,name11386,canada,33
11387,name11387,usa,57
11390,name11390,switzerland,28
11391,name11391,usa,29
11395,name11395,canada,17
11400,name11400,usa,36
11408,name11408,usa,53
11410,name11410,usa,25
11414,name11414,usa,54
11416,name11416,canada,26
11420,name11420,usa,56
11423,name11423,usa,58
11425,name11425,usa,29
11435,name11435,usa,30
11440,name11440,canada,55
11442,name11442,usa,38
11447,name11447,usa,45
11448,name11448,usa,60
11449,name11449,usa,36
11456,name11456,new_zealand,27
11459,name11459,usa,51
11465,name11465,usa,65
11466,name11466,usa,23
11475,name11475,united_kingdom,48
11477,name11477,usa,29
11478,name11478,usa,61
11485,name11485,germany,26
1149,name1149,canada,34
11491,name11491,canada,47
115,name115,belgium,53
11500,name11500,usa,25
11501,name11501,usa,48
11508,name11508,usa,19
11511,name11511,usa,41
11513,name11513,usa,39
11514,name11514,usa,49
11515,name11515,usa,49
11516,name11516,germany,14
11517,name11517,usa,47
11518,name11518,usa,19
1152,name1152,new_zealand,34
11520,name11520,usa,66
1153,name1153,usa,55
11531,name11531,usa,64
11538,name11538,australia,14
11539,name11539,germany,26
1154,name1154,usa,23
11543,name11543,usa,15
11548,name11548,usa,33
11550,name11550,usa,46
11551,name11551,usa,56
11552,name11552,usa,23
11564,name11564,australia,56
11568,name11568,spain,23
11573,name11573,usa,31
11580,name11580,spain,30
11583,name11583,usa,40
11584,name11584,united_kingdom,36
11585,name11585,usa,27
11589,name11589,usa,14
11592,name11592,usa,26
11603,name11603,germany,0
11608,name11608,malaysia,23
1162,name1162,canada,30
11621,name11621,usa,25
11628,name11628,united_kingdom,28
1163,name1163,usa,48
11630,name11630,italy,20
11644,name11644,usa,52
11649,name11649,germany,32
11651,name11651,usa,50
11654,name11654,usa,34
11656,name11656,germany,32
11660,name11660,usa,43
11663,name11663,usa,61
11664,name11664,usa,52
11665,name11665,canada,26
11667,name11667,usa,57
11670,name11670,usa,32
11673,name11673,usa,59
11675,name11675,canada,30
11676,name11676,usa,27
11681,name11681,usa,40
11682,name11682,usa,31
11686,name11686,usa,41
11688,name11688,usa,21
11700,name11700,australia,44
11703,name11703,usa,27
11709,name11709,usa,32
11713,name11713,usa,31
11718,name11718,usa,40
11719,name11719,usa,47
11724,name11724,usa,61
1173,name1173,usa,34
11731,name11731,france,25
11732,name11732,usa,18
11734,name11734,usa,38
11736,name11736,usa,36
11737,name11737,usa,24
11739,name11739,usa,71
11743,name11743,usa,63
11746,name11746,usa,39
11748,name11748,usa,38
11750,name11750,usa,48
11752,name11752,canada,43
11759,name11759,canada,23
11760,name11760,usa,66
11761,name11761,usa,26
11766,name11766,united_kingdom,40
11767,name11767,canada,32
11771,name11771,united_kingdom,19
11779,name11779,united_kingdom,34
11786,name11786,australia,15
11787,name11787,usa,41
11790,name11790,usa,59
11800,name11800,usa,15
11802,name11802,germany,50
11807,name11807,usa,41
11810,name11810,usa,38
11812,name11812,usa,20
11813,name11813,new_zealand,27
11816,name11816,usa,26
1182,name1182,usa,16
11821,name11821,usa,38
11822,name11822,usa,27
11823,name11823,usa,73
11830,name11830,spain,25
11831,name11831,usa,36
11832,name11832,malaysia,28
11833,name11833,usa,45
11835,name11835,usa,46
11836,name11836,usa,26
11840,name11840,germany,29
11841,name11841,usa,39
11843,name11843,canada,35
11849,name11849,canada,25
11854,name11854,germany,33
11855,name11855,usa,26
11857,name11857,usa,38
11858,name11858,usa,58
11861,name11861,usa,28
11865,name11865,usa,40
11872,name11872,usa,19
11874,name11874,usa,23
11876,name11876,spain,28
11880,name11880,usa,19
11881,name11881,australia,30
11884,name11884,usa,37
11886,name11886,usa,25
11889,name11889,spain,35
11891,name11891,netherlands,32
11893,name11893,netherlands,49
11899,name11899,usa,44
11904,name11904,usa,25
11905,name11905,usa,14
11907,name11907,usa,55
11910,name11910,usa,33
11917,name11917,usa,17
11918,name11918,usa,19
1192,name1192,usa,56
11920,name11920,united_kingdom,23
11921,name11921,usa,55
11923,name11923,usa,46
11924,name11924,usa,34
11927,name11927,usa,38
11932,name11932,canada,15
11933,name11933,united_kingdom,24
11934,name11934,usa,51
11936,name11936,usa,34
1194,name1194,usa,54
11940,name11940,spain,22
11945,name11945,usa,23
11952,name11952,usa,41
11959,name11959,usa,53
11960,name11960,usa,46
11966,name11966,switzerland,33
11967,name11967,spain,21
11969,name11969,usa,19
11976,name11976,usa,34
11978,name11978,brazil,19
11981,name11981,usa,34
11986,name11986,usa,34
11987,name11987,usa,35
11993,name11993,canada,43
11995,name11995,usa,24
11996,name11996,united_kingdom,45
11998,name11998,usa,20
11999,name11999,usa,20
12001,name12001,usa,21
1201,name1201,argentina,37
12017,name12017,usa,51
12021,name12021,usa,36
1203,name1203,usa,55
12038,name12038,italy,28
1204,name1204,canada,34
12040,name12040,usa,26
12043,name12043,usa,34
12045,name12045,spain,17
12048,name12048,usa,68
1205,name1205,netherlands,39
12053,name12053,usa,45
1206,name1206,usa,27
12064,name12064,usa,45
12066,name12066,usa,26
1207,name1207,spain,36
12070,name12070,usa,40
12071,name12071,usa,25
12073,name12073,united_kingdom,34
12076,name12076,canada,74
12078,name12078,usa,27
12079,name12079,usa,29
12086,name12086,canada,22
12087,name12087,spain,31
12088,name12088,usa,14
12089,name12089,canada,53
1209,name1209,usa,37
12090,name12090,usa,47
12094,name12094,usa,32
12095,name12095,usa,23
12097,name12097,italy,20
12105,name12105,canada,33
12106,name12106,usa,60
12107,name12107,usa,33
12110,name12110,usa,28
12114,name12114,usa,47
12118,name12118,canada,35
12121,name12121,usa,20
1213,name1213,canada,36
12133,name12133,canada,37
12134,name12134,usa,69
12138,name12138,usa,53
12145,name12145,usa,27
12148,name12148,usa,28
12156,name12156,spain,34
1217,name1217,usa,24
12171,name12171,usa,31
12173,name12173,usa,24
12174,name12174,usa,50
12175,name12175,usa,16
12181,name12181,france,36
12184,name12184,usa,67
12187,name12187,usa,32
12193,name12193,usa,23
12195,name12195,usa,28
12203,name12203,usa,20
12204,name12204,usa,39
12209,name12209,usa,24
12211,name12211,canada,45
12213,name12213,usa,55
12214,name12214,usa,39
12222,name12222,usa,41
12232,name12232,canada,23
12244,name12244,usa,16
1225,name1225,usa,19
12252,name12252,usa,20
12254,name12254,usa,17
12255,name12255,usa,46
12256,name12256,germany,24
12257,name12257,usa,16
12259,name12259,usa,36
12262,name12262,usa,49
12264,name12264,spain,22
12266,name12266,usa,30
12268,name12268,canada,21
12282,name12282,usa,47
12284,name12284,canada,24
12288,name12288,canada,23
12292,name12292,usa,36
12293,name12293,france,42
12294,name12294,germany,32
1230,name1230,usa,51
12301,name12301,spain,22
12305,name12305,usa,50
12306,name12306,usa,31
12307,name12307,france,39
12311,name12311,usa,35
12320,name12320,united_kingdom,25
12321,name12321,usa,20
12326,name12326,canada,52
12329,name12329,usa,31
12330,name12330,france,52
12338,name12338,usa,50
12346,name12346,usa,56
12347,name12347,usa,14
12350,name12350,austria,21
12354,name12354,canada,35
12357,name12357,spain,15
12358,name12358,usa,57
12359,name12359,usa,49
12361,name12361,united_kingdom,25
12364,name12364,usa,34
12365,name12365,united_kingdom,29
12366,name12366,canada,27
12367,name12367,usa,34
12368,name12368,usa,53
1237,name1237,australia,65
12370,name12370,germany,26
12373,name12373,usa,36
12388,name12388,usa,44
12392,name12392,usa,45
12394,name12394,canada,36
12405,name12405,usa,17
12415,name12415,canada,33
12419,name12419,canada,45
12420,name12420,usa,23
12425,name12425,usa,34
12426,name12426,usa,32
12427,name12427,canada,23
12430,name12430,united_kingdom,41
12433,name12433,canada,27
12441,name12441,usa,18
12443,name12443,usa,58
12445,name12445,usa,17
12449,name12449,usa,28
12452,name12452,germany,42
12454,name12454,usa,50
12455,name12455,usa,56
12463,name12463,usa,22
12478,name12478,usa,60
12483,name12483,usa,60
12484,name12484,canada,55
12485,name12485,usa,63
12488,name12488,usa,15
12494,name12494,usa,50
12496,name12496,usa,28
12499,name12499,canada,27
125,name125,usa,37
1250,name1250,usa,22
12501,name12501,usa,39
12504,name12504,australia,29
12506,name12506,usa,25
12515,name12515,usa,38
12519,name12519,usa,57
12522,name12522,germany,34
12524,name12524,usa,59
12529,name12529,usa,39
12536,name12536,usa,37
12537,name12537,usa,53
1255,name1255,canada,67
12556,name12556,usa,13
12557,name12557,france,22
12560,name12560,usa,35
12569,name12569,usa,49
12571,name12571,usa,15
12575,name12575,australia,26
12577,name12577,canada,62
12579,name12579,usa,59
12580,name12580,usa,53
12584,name12584,usa,49
12586,name12586,usa,47
12587,name12587,usa,43
12589,name12589,usa,55
12594,name12594,usa,55
12596,name12596,usa,15
12597,name12597,usa,49
1260,name1260,usa,35
12600,name12600,canada,31
12606,name12606,usa,40
12607,name12607,canada,28
12610,name12610,usa,15
12611,name12611,canada,20
12616,name12616,usa,39
12619,name12619,usa,44
1262,name1262,germany,33
12621,name12621,canada,40
12622,name12622,usa,24
12625,name12625,usa,46
12630,name12630,usa,21
12635,name12635,usa,24
12636,name12636,usa,31
12637,name12637,spain,34
12643,name12643,usa,19
12645,name12645,germany,21
12646,name12646,usa,45
12651,name12651,usa,32
12659,name12659,canada,40
12666,name12666,portugal,39
12667,name12667,usa,15
12668,name12668,canada,29
12674,name12674,france,27
12675,name12675,usa,21
12676,name12676,usa,28
12677,name12677,usa,23
12682,name12682,usa,56
12684,name12684,usa,31
12692,name12692,usa,34
12694,name12694,usa,33
12695,name12695,usa,45
12701,name12701,usa,36
12713,name12713,spain,27
1272,name1272,usa,18
12726,name12726,usa,25
12727,name12727,usa,40
12728,name12728,usa,22
12730,name12730,usa,54
12732,name12732,usa,47
1274,name1274,usa,52
12743,name12743,usa,60
12749,name12749,usa,31
12750,name12750,usa,24
12751,name12751,usa,16
1276,name1276,usa,27
12771,name12771,usa,61
12772,name12772,usa,43
12778,name12778,australia,24
12779,name12779,portugal,37
12780,name12780,spain,31
12782,name12782,australia,26
12789,name12789,canada,44
12791,name12791,usa,29
12796,name12796,usa,26
128,name128,australia,35
12804,name12804,usa,51
12806,name12806,usa,53
12808,name12808,usa,33
12820,name12820,france,16
12823,name12823,usa,47
12839,name12839,usa,34
1284,name1284,usa,50
12845,name12845,germany,20
12846,name12846,usa,17
12847,name12847,usa,54
12854,name12854,switzerland,24
12856,name12856,usa,37
12858,name12858,usa,31
12859,name12859,usa,82
12861,name12861,usa,43
12865,name12865,canada,68
12866,name12866,usa,18
12868,name12868,usa,51
12874,name12874,usa,26
12884,name12884,canada,79
12887,name12887,usa,34
12889,name12889,usa,17
1289,name1289,usa,25
12890,name12890,spain,34
12899,name12899,usa,33
1291,name1291,usa,35
12910,name12910,canada,37
12912,name12912,usa,14
12913,name12913,france,27
12914,name12914,france,24
1292,name1292,usa,31
12926,name12926,canada,51
12927,name12927,usa,36
12929,name12929,usa,16
12932,name12932,usa,14
12937,name12937,usa,16
12940,name12940,usa,47
12946,name12946,usa,40
12952,name12952,usa,24
12953,name12953,usa,28
12954,name12954,usa,33
1296,name1296,australia,36
12967,name12967,usa,43
12968,name12968,usa,45
12969,name12969,australia,41
12970,name12970,united_kingdom,30
12976,name12976,canada,30
12977,name12977,usa,33
12982,name12982,usa,35
12987,name12987,germany,55
1299,name1299,germany,31
12990,name12990,usa,44
12992,name12992,usa,54
12998,name12998,usa,21
13,name13,usa,41
13018,name13018,spain,26
13019,name13019,usa,43
13020,name13020,italy,34
13025,name13025,usa,56
13029,name13029,germany,23
1303,name1303,united_kingdom,19
13052,name13052,usa,44
13058,name13058,italy,26
1306,name1306,usa,32
13060,name13060,usa,61
13063,name13063,usa,54
13064,name13064,usa,30
13068,name13068,usa,19
13069,name13069,usa,51
13070,name13070,usa,33
13071,name13071,usa,40
13073,name13073,germany,30
13079,name13079,usa,17
13081,name13081,usa,24
13093,name13093,canada,52
13096,name13096,usa,42
13098,name13098,switzerland,19
13102,name13102,usa,50
13103,name13103,usa,54
13111,name13111,usa,36
13113,name13113,usa,14
13116,name13116,usa,23
13118,name13118,canada,31
1312,name1312,canada,28
13123,name13123,usa,46
13126,name13126,usa,56
1313,name1313,usa,54
13133,name13133,usa,20
13135,name13135,germany,30
1314,name1314,usa,27
13145,name13145,usa,52
13146,name13146,usa,28
13147,name13147,usa,17
13154,name13154,germany,53
13161,name13161,usa,43
13164,name13164,usa,47
13166,name13166,usa,41
13167,name13167,usa,21
13168,name13168,usa,21
1317,name1317,canada,42
13172,name13172,australia,26
13176,name13176,usa,40
13182,name13182,germany,27
13185,name13185,usa,28
13188,name13188,usa,57
13190,name13190,united_kingdom,32
13191,name13191,netherlands,29
13193,name13193,usa,73
13196,name13196,canada,15
132,name132,canada,43
13213,name13213,usa,17
13215,name13215,usa,26
13217,name13217,usa,51
13223,name13223,usa,40
13226,name13226,usa,40
13227,name13227,italy,40
13230,name13230,usa,51
13231,name13231,canada,18
13235,name13235,canada,17
1324,name1324,usa,56
13241,name13241,usa,20
13244,name13244,usa,58
13245,name13245,usa,18
13246,name13246,canada,43
13247,name13247,usa,36
13251,name13251,united_kingdom,41
13253,name13253,spain,25
13258,name13258,usa,20
13260,name13260,germany,35
1327,name1327,usa,29
13270,name13270,spain,30
13271,name13271,usa,22
13272,name13272,usa,42
13275,name13275,united_kingdom,56
13276,name13276,canada,33
13285,name13285,usa,64
13286,name13286,france,36
13287,name13287,canada,18
13290,name13290,usa,23
13291,name13291,germany,33
13292,name13292,usa,41
13296,name13296,new_zealand,22
13301,name13301,canada,29
13308,name13308,usa,59
13309,name13309,australia,59
1331,name1331,australia,31
13311,name13311,france,52
13315,name13315,usa,30
13316,name13316,usa,55
13322,name13322,canada,59
13330,name13330,spain,22
13331,name13331,netherlands,60
13336,name13336,usa,41
1334,name1334,usa,57
13346,name13346,canada,41
13355,name13355,australia,25
13357,name13357,italy,39
13359,name13359,usa,61
1336,name1336,usa,35
13360,name13360,usa,24
13362,name13362,usa,35
13364,name13364,usa,56
13366,name13366,usa,33
13367,name13367,france,22
13368,name13368,usa,19
1337,name1337,usa,19
13371,name13371,italy,38
13372,name13372,germany,36
13373,name13373,canada,38
13374,name13374,usa,17
1338,name1338,usa,31
13381,name13381,usa,34
13403,name13403,usa,34
13405,name13405,usa,23
13406,name13406,france,33
13409,name13409,usa,33
13417,name13417,united_kingdom,64
13421,name13421,united_kingdom,27
13434,name13434,canada,25
13436,name13436,spain,32
13437,name13437,usa,53
13441,name13441,canada,34
13448,name13448,germany,38
13452,name13452,usa,35
13454,name13454,usa,26
13461,name13461,usa,33
13467,name13467,usa,44
13472,name13472,usa,25
13473,name13473,usa,32
13475,name13475,germany,33
13480,name13480,united_kingdom,35
13481,name13481,usa,27
13484,name13484,usa,2
1349,name1349,usa,16
13493,name13493,united_kingdom,45
13497,name13497,usa,35
13498,name13498,usa,40
13499,name13499,usa,65
135,name135,usa,23
13500,name13500,canada,52
13508,name13508,usa,22
13509,name13509,usa,30
13511,name13511,usa,43
13512,name13512,usa,29
13529,name13529,usa,25
1353,name1353,spain,27
13548,name13548,usa,17
13552,name13552,usa,53
13555,name13555,australia,26
13556,name13556,usa,43
13557,name13557,switzerland,25
13563,name13563,usa,37
13569,name13569,germany,52
13575,name13575,usa,29
13576,name13576,usa,23
13582,name13582,canada,54
13585,name13585,usa,43
13587,name13587,usa,48
13591,name13591,switzerland,25
13593,name13593,canada,47
13595,name13595,united_kingdom,13
13597,name13597,usa,18
13598,name13598,usa,36
13603,name13603,united_kingdom,22
13604,name13604,usa,37
13605,name13605,canada,21
13606,name13606,germany,21
13607,name13607,usa,14
13609,name13609,usa,56
13611,name13611,usa,60
13618,name13618,usa,42
1362,name1362,usa,58
13625,name13625,usa,51
13626,name13626,usa,34
13627,name13627,canada,22
13628,name13628,canada,22
13629,name13629,usa,27
13630,name13630,usa,35
13632,name13632,netherlands,24
13638,name13638,usa,37
1364,name1364,usa,30
13645,name13645,canada,21
13646,name13646,usa,57
13647,name13647,usa,52
13648,name13648,usa,28
13652,name13652,usa,36
13653,name13653,usa,40
13656,name13656,usa,51
13657,name13657,usa,24
13660,name13660,usa,15
13661,name13661,usa,50
13663,name13663,usa,61
13665,name13665,usa,61
13670,name13670,usa,27
13671,name13671,usa,58
13676,name13676,usa,26
13684,name13684,germany,22
13685,name13685,usa,53
13687,name13687,usa,24
1369,name1369,switzerland,24
13694,name13694,usa,17
13697,name13697,netherlands,22
13702,name13702,usa,21
13703,name13703,usa,42
13706,name13706,usa,46
13708,name13708,usa,30
13709,name13709,usa,49
13712,name13712,united_kingdom,30
1372,name1372,usa,39
13722,name13722,usa,43
13726,name13726,usa,41
13737,name13737,usa,25
13738,name13738,usa,51
13739,name13739,usa,32
13742,name13742,usa,43
13745,name13745,germany,24
13747,name13747,usa,28
13748,name13748,usa,44
13755,name13755,canada,69
13756,name13756,usa,37
13757,name13757,usa,17
13760,name13760,usa,39
13762,name13762,usa,19
13763,name13763,usa,52
13767,name13767,usa,30
13768,name13768,usa,61
13772,name13772,usa,36
13780,name13780,usa,17
13783,name13783,usa,53
13787,name13787,usa,23
13789,name13789,usa,25
13796,name13796,switzerland,25
13797,name13797,spain,27
13799,name13799,usa,30
13801,name13801,usa,39
13804,name13804,usa,39
13805,name13805,usa,21
13806,name13806,usa,36
1381,name1381,italy,26
13810,name13810,france,22
13816,name13816,usa,55
13819,name13819,australia,38
1382,name1382,germany,28
13831,name13831,usa,48
13833,name13833,usa,52
13836,name13836,usa,30
13837,name13837,usa,48
13838,name13838,usa,43
13839,name13839,germany,34
1384,name1384,usa,52
13846,name13846,italy,22
13850,name13850,canada,25
13854,name13854,usa,55
13855,name13855,usa,40
13863,name13863,usa,32
13865,name13865,canada,15
13869,name13869,united_kingdom,28
13871,name13871,usa,46
13877,name13877,australia,21
13880,name13880,usa,50
13881,name13881,usa,16
13884,name13884,germany,39
13885,name13885,usa,42
1389,name1389,usa,42
13894,name13894,usa,51
13901,name13901,usa,44
13906,name13906,usa,29
13907,name13907,usa,38
13910,name13910,usa,62
13914,name13914,portugal,29
13916,name13916,usa,31
13922,name13922,spain,29
13927,name13927,usa,36
